Player,Season,MPPG,Outcome
Jonny Flynn,2009-10,28.877,Successful
Marko Guduric,2019-20,11,Not Successful
Jonny Flynn,2011-12,14.345,Not Successful
Bryn Forbes,2016-17,7.917,Not Successful
Alton Ford,2003-04,4.556,Not Successful
Tim Frazier,2019-20,13.148,Not Successful
Channing Frye,2018-19,9.472,Not Successful
Lawrence Funderburke,2004-05,10.5,Not Successful
Dan Gadzuric,2007-08,10.471,Not Successful
Dan Gadzuric,2010-11,11.024,Not Successful
Jorge Garbajosa,2007-08,10.571,Not Successful
Marcus Georges-Hunt,2016-17,9.6,Not Successful
JR Giddens,2009-10,7.469,Not Successful
Eddie Gill,2005-06,2.976,Not Successful
Eddie Gill,2008-09,7.167,Not Successful
Anthony Goldwire,2003-04,7.727,Not Successful
Archie Goodwin,2015-16,19.544,Not Successful
Brandon Goodwin,2019-20,12.647,Not Successful
Marcin Gortat,2007-08,6.833,Not Successful
Andrew Goudelock,2011-12,10.475,Not Successful
Aaron Gray,2013-14,9.595,Not Successful
Danny Green,2010-11,11.5,Not Successful
Erick Green,2015-16,4.667,Not Successful
Willie Green,2004-05,18.702,Not Successful
Adrian Griffin,2003-04,7,Not Successful
CJ Miles,2019-20,16.1,Not Successful
Hamed Haddadi,2012-13,10.733,Not Successful
Malik Hairston,2008-09,10.333,Not Successful
Marcus Haislip,2009-10,4.4,Not Successful
Daniel Hamilton,2017-18,4.667,Not Successful
Jordan Hamilton,2014-15,8.714,Not Successful
Justin Hamilton,2013-14,9,Not Successful
Zendon Hamilton,2004-05,9.938,Not Successful
Zendon Hamilton,2005-06,4.083,Not Successful
Terrel Harris,2011-12,14.455,Not Successful
Jason Hart,2005-06,12.394,Not Successful
Lazar Hayward,2012-13,7.75,Not Successful
Brendan Haywood,2012-13,19.049,Not Successful
Myke Henry,2017-18,18.9,Not Successful
Isaiah Hicks,2018-19,10.667,Not Successful
Tyrone Hill,2003-04,7.6,Not Successful
Talen Horton-Tucker,2019-20,13.5,Not Successful
Juwan Howard,2007-08,7.06,Not Successful
Lester Hudson,2009-10,5.24,Not Successful
Lester Hudson,2011-12,20.875,Not Successful
Troy Hudson,2006-07,16.294,Not Successful
Ryan Humphrey,2004-05,9.057,Not Successful
De'Andre Hunter,2019-20,32.032,Successful
RJ Hunter,2018-19,26,Successful
Steven Hunter,2007-08,6.316,Not Successful
Steven Hunter,2009-10,7.524,Not Successful
Didier Ilunga-Mbenga,2006-07,3.762,Not Successful
Demetrius Jackson,2016-17,3.4,Not Successful
Luke Jackson,2004-05,4.3,Not Successful
Luke Jackson,2006-07,10.615,Not Successful
Reggie Jackson,2011-12,11.133,Not Successful
Bernard James,2013-14,4.867,Not Successful
Damion James,2010-11,16.12,Not Successful
Jerome James,2007-08,2.5,Not Successful
Justin James,2019-20,6.444,Not Successful
Antawn Jamison,2013-14,11.273,Not Successful
Othyus Jeffers,2009-10,5.214,Not Successful
Othyus Jeffers,2013-14,7.833,Not Successful
Cory Jefferson,2015-16,6.25,Not Successful
Richard Jefferson,2017-18,8.15,Not Successful
Jared Jeffries,2007-08,18.151,Not Successful
Brandon Jennings,2017-18,14.643,Not Successful
Armon Johnson,2011-12,13.778,Not Successful
BJ Johnson,2018-19,7,Not Successful
DerMarr Johnson,2007-08,5.6,Not Successful
Omari Johnson,2017-18,18.75,Not Successful
Orlando Johnson,2013-14,8.711,Not Successful
Trey Johnson,2011-12,5.545,Not Successful
Dahntay Jones,2015-16,42,Successful
Damian Jones,2017-18,5.933,Not Successful
DeQuan Jones,2012-13,12.746,Not Successful
Dwayne Jones,2005-06,6.214,Not Successful
Dwayne Jones,2008-09,8.667,Not Successful
Jalen Jones,2017-18,11.313,Not Successful
Jumaine Jones,2003-04,8.881,Not Successful
Chris Kaman,2015-16,7,Not Successful
Jason Kapono,2011-12,9.963,Not Successful
Ryan Kelly,2015-16,13.056,Not Successful
Ryan Kelly,2016-17,6.875,Not Successful
Sean Kilpatrick,2014-15,18,Not Successful
Sean Kilpatrick,2017-18,12.308,Not Successful
Linas Kleiza,2012-13,18.8,Not Successful
Maciej Lampe,2003-04,10.667,Not Successful
James Lang,2006-07,5,Not Successful
Joffrey Lauvergne,2014-15,11.167,Not Successful
Malcolm Lee,2011-12,12.789,Not Successful
Walt Lemon,2018-19,27.833,Successful
Voshon Lenard,2004-05,18,Not Successful
Travis Leslie,2011-12,4.5,Not Successful
Jon Leuer,2017-18,17,Not Successful
Shaun Livingston,2004-05,27.133,Successful
Kevon Looney,2015-16,4.2,Not Successful
Scott Machado,2018-19,4.75,Not Successful
Corey Maggette,2012-13,14.278,Not Successful
Sean Marks,2010-11,7.172,Not Successful
Cartier Martin,2009-10,21.667,Not Successful
Darrick Martin,2004-05,17.273,Not Successful
Darrick Martin,2006-07,7.097,Not Successful
Kevin Martin,2004-05,10.111,Not Successful
Roger Mason,2003-04,12.615,Not Successful
Mangok Mathiang,2017-18,5,Not Successful
Eric Maynor,2011-12,15.222,Not Successful
OJ Mayo,2013-14,25.885,Successful
Chris McCullough,2016-17,5,Not Successful
Ivan McFarlin,2006-07,3.727,Not Successful
Jeff McInnis,2007-08,26.111,Successful
Aaron McKie,2005-06,8.643,Not Successful
Aaron McKie,2006-07,13.1,Not Successful
Alfonzo McKinnie,2017-18,3.786,Not Successful
Josh McRoberts,2007-08,3.5,Not Successful
Jodie Meeks,2015-16,14.333,Not Successful
Jordan Mickey,2015-16,3.563,Not Successful
Jordan Mickey,2016-17,5.64,Not Successful
Chris Mihm,2008-09,5.833,Not Successful
Eric Mika,2019-20,19,Not Successful
Mike Miller,2016-17,7.55,Not Successful
Elijah Millsap,2015-16,8.65,Not Successful
Tony Mitchell,2013-14,3.333,Not Successful
Tony Mitchell,2013-14,3.333,Not Successful
Naz Mitrou-Long,2017-18,1,Not Successful
Nazr Mohammed,2014-15,5.565,Not Successful
Mikki Moore,2005-06,12.404,Not Successful
Mikki Moore,2011-12,16.857,Not Successful
Jaylen Morris,2018-19,7.25,Not Successful
Mychal Mulder,2019-20,29.143,Successful
Byron Mullens,2012-13,26.943,Successful
Xavier Munford,2015-16,17.429,Not Successful
Hamady N'Diaye,2010-11,5,Not Successful
Bostjan Nachbar,2005-06,13.944,Not Successful
Eduardo Najera,2008-09,11.815,Not Successful
Shabazz Napier,2015-16,10.909,Not Successful
Steve Nash,2013-14,20.867,Not Successful
Ira Newble,2003-04,19.453,Not Successful
Ira Newble,2005-06,9.806,Not Successful
Andrew Nicholson,2014-15,12.3,Not Successful
Joakim Noah,2017-18,5.714,Not Successful
Joakim Noah,2019-20,10,Not Successful
Steve Novak,2015-16,4.4,Not Successful
James Nunnally,2018-19,6.8,Not Successful
Johnny O'Bryant,2016-17,7.273,Not Successful
Charles Oakley,2003-04,3.571,Not Successful
KZ Okpala,2019-20,5.2,Not Successful
Kevin Ollie,2004-05,6.077,Not Successful
Miye Oni,2019-20,10.9,Not Successful
Chinanu Onuaku,2016-17,10.4,Not Successful
Larry Owens,2011-12,10.714,Not Successful
Robert Pack,2003-04,8.462,Not Successful
Scott Padgett,2006-07,7.452,Not Successful
Jannero Pargo,2003-04,15.452,Not Successful
Cherokee Parks,2003-04,5.333,Not Successful
Ruben Patterson,2007-08,16.35,Not Successful
Sasha Pavlovic,2012-13,13.538,Not Successful
Gary Payton,2018-19,5.333,Not Successful
Oleksiy Pecherov,2009-10,10.159,Not Successful
Desmond Penigar,2003-04,8.9,Not Successful
Kendrick Perkins,2003-04,3.5,Not Successful
Kendrick Perkins,2014-15,16.882,Not Successful
Eric Piatkowski,2005-06,7.862,Not Successful
Eric Piatkowski,2007-08,7.063,Not Successful
Paul Pierce,2016-17,11.08,Not Successful
Zoran Planinic,2005-06,10.643,Not Successful
Shamorie Ponds,2019-20,2.75,Not Successful
Vitaly Potapenko,2005-06,10.697,Not Successful
Alex Poythress,2017-18,4.16,Not Successful
Phil Pressey,2013-14,15.093,Not Successful
Ronnie Price,2005-06,5.172,Not Successful
Ronnie Price,2008-09,14.192,Not Successful
Ronnie Price,2011-12,14.361,Not Successful
Gabe Pruitt,2007-08,6.333,Not Successful
Joel Przybilla,2003-04,20.412,Not Successful
Chris Quinn,2009-10,8.92,Not Successful
Chris Quinn,2010-11,7.122,Not Successful
Vladimir Radmanovic,2012-13,5.76,Not Successful
Shavlik Randolph,2013-14,6.786,Not Successful
Theo Ratliff,2006-07,22,Not Successful
Michael Redd,2010-11,13.4,Not Successful
Davon Reed,2018-19,4.7,Not Successful
Ryan Reid,2011-12,3.4,Not Successful
Malachi Richardson,2016-17,9,Not Successful
Luke Ridnour,2013-14,18.705,Not Successful
Anthony Roberson,2006-07,11.35,Not Successful
Bernard Robinson,2006-07,8.968,Not Successful
Glenn Robinson,2014-15,7.457,Not Successful
Jerome Robinson,2018-19,9.697,Not Successful
Malik Rose,2006-07,12.462,Not Successful
Damjan Rudez,2015-16,8.394,Not Successful
Damjan Rudez,2016-17,6.978,Not Successful
Michael Ruffin,2008-09,3.182,Not Successful
Kareem Rush,2004-05,20.167,Not Successful
John Salmons,2014-15,12.857,Not Successful
Cheikh Samb,2007-08,7.75,Not Successful
JaKarr Sampson,2015-16,15.89,Not Successful
Brian Scalabrine,2010-11,4.889,Not Successful
Admiral Schofield,2019-20,11.152,Not Successful
Wayne Selden,2016-17,16.857,Not Successful
Kevin Seraphin,2012-13,21.785,Not Successful
Garret Siler,2010-11,4.81,Not Successful
Bobby Simmons,2009-10,17.174,Not Successful
Anfernee Simons,2018-19,7.05,Not Successful
Donald Sloan,2012-13,11.435,Not Successful
Uros Slokar,2006-07,3.6,Not Successful
Theron Smith,2003-04,8.9,Not Successful
Zhaire Smith,2018-19,18.5,Not Successful
Pape Sow,2006-07,4.857,Not Successful
Tiago Splitter,2016-17,9.5,Not Successful
Lance Stephenson,2016-17,20.056,Not Successful
Alex Stepheson,2015-16,9.125,Not Successful
Greg Stiemsma,2014-15,3.882,Not Successful
David Stockton,2017-18,3,Not Successful
Jarnell Stokes,2015-16,2.571,Not Successful
Jarnell Stokes,2016-17,3.5,Not Successful
Julyan Stone,2012-13,7,Not Successful
Awvee Storey,2005-06,4.64,Not Successful
Amar'e Stoudemire,2005-06,16.667,Not Successful
Edmond Sumner,2018-19,9.13,Not Successful
Edy Tavares,2016-17,14,Not Successful
Jermaine Taylor,2009-10,9.774,Not Successful
Jermaine Taylor,2010-11,14.206,Not Successful
Sebastian Telfair,2010-11,19.216,Not Successful
Emanuel Terry,2018-19,7.667,Not Successful
Etan Thomas,2008-09,11.769,Not Successful
Kenny Thomas,2008-09,7.75,Not Successful
Lance Thomas,2018-19,17.022,Not Successful
Malcolm Thomas,2014-15,11.412,Not Successful
Tyrus Thomas,2014-15,3.5,Not Successful
Dijon Thompson,2005-06,4.3,Not Successful
Dijon Thompson,2006-07,8.333,Not Successful
Sindarius Thornwell,2019-20,17.5,Not Successful
Jamaal Tinsley,2011-12,13.703,Not Successful
Axel Toupane,2016-17,11.75,Not Successful
Alando Tucker,2009-10,6.4,Not Successful
PJ Tucker,2006-07,4.882,Not Successful
Jarred Vanderbilt,2018-19,4.059,Not Successful
Jacque Vaughn,2008-09,9.733,Not Successful
Charlie Villanueva,2013-14,9,Not Successful
Marcus Vinicius,2006-07,7.923,Not Successful
Marcus Vinicius,2007-08,5.308,Not Successful
Jackson Vroman,2005-06,9.902,Not Successful
Sasha Vujacic,2016-17,9.714,Not Successful
Dion Waiters,2017-18,30.6,Successful
Dion Waiters,2019-20,20.7,Not Successful
Antoine Walker,2007-08,19.391,Not Successful
Gerald Wallace,2014-15,8.938,Not Successful
Jameel Warney,2017-18,9,Not Successful
Julian Washburn,2018-19,14.111,Not Successful
Yuta Watanabe,2019-20,5.833,Not Successful
Darryl Watkins,2011-12,19.6,Not Successful
Maalik Wayns,2013-14,4.5,Not Successful
Chris Webber,2007-08,14,Not Successful
Thomas Welsh,2018-19,3.273,Not Successful
Jacob Wiley,2017-18,6.6,Not Successful
CJ Williams,2018-19,8.533,Not Successful
Elliot Williams,2014-15,9.154,Not Successful
Eric Williams,2005-06,12.571,Not Successful
Eric Williams,2006-07,5.762,Not Successful
Scott Williams,2004-05,8,Not Successful
DJ Wilson,2017-18,3.227,Not Successful
Loren Woods,2007-08,2.429,Not Successful
Metta World Peace,2015-16,16.857,Not Successful
Tony Wroten,2012-13,7.771,Not Successful
James Young,2015-16,6.862,Not Successful
James Young,2017-18,10.167,Not Successful
Nick Young,2015-16,19.13,Not Successful
Wang Zhizhi,2003-04,7.125,Not Successful
Shareef Abdur-Rahim,2007-08,8.5,Not Successful
Alex Acker,2008-09,7.96,Not Successful
Jordan Adams,2015-16,7.5,Not Successful
Maurice Ager,2010-11,7.25,Not Successful
Blake Ahearn,2007-08,14.75,Not Successful
Alexis Ajinca,2009-10,5,Not Successful
Josh Akognon,2012-13,3,Not Successful
DeVaughn Akoon-Purcell,2018-19,3.143,Not Successful
Cole Aldrich,2017-18,2.333,Not Successful
Cliff Alexander,2015-16,4.5,Not Successful
Cory Alexander,2004-05,12.563,Not Successful
Joe Alexander,2009-10,3.625,Not Successful
Kyle Alexander,2019-20,6.5,Not Successful
Grayson Allen,2018-19,10.947,Not Successful
Lance Allred,2007-08,3.333,Not Successful
Morris Almond,2011-12,16.75,Not Successful
Chris Andersen,2007-08,6.8,Not Successful
Antonio Anderson,2009-10,15,Not Successful
Ryan Anderson,2019-20,7,Not Successful
Martynas Andriuskevicius,2005-06,1.5,Not Successful
Thanasis Antetokounmpo,2015-16,3,Not Successful
Darrell Armstrong,2005-06,10.032,Not Successful
Darrell Arthur,2017-18,7.421,Not Successful
Jamel Artis,2017-18,18.6,Not Successful
James Augustine,2006-07,3.5,Not Successful
Chris Babb,2013-14,9.429,Not Successful
Cameron Bairstow,2015-16,5.722,Not Successful
Maurice Baker,2004-05,3.8,Not Successful
Renaldo Balkman,2009-10,7,Not Successful
Marcus Banks,2008-09,9.364,Not Successful
Marcus Banks,2010-11,7.333,Not Successful
Andre Barrett,2006-07,4.833,Not Successful
Andre Barrett,2007-08,6.25,Not Successful
Earl Barron,2011-12,4.5,Not Successful
Earl Barron,2012-13,13.25,Not Successful
Earl Barron,2014-15,8.938,Not Successful
Brandon Bass,2006-07,7.714,Not Successful
Tony Battie,2009-10,8.933,Not Successful
Jerryd Bayless,2018-19,19.324,Not Successful
Jerome Beasley,2003-04,2.5,Not Successful
Marco Belinelli,2007-08,7.303,Not Successful
Jonathan Bender,2009-10,11.68,Not Successful
Jerrelle Benimon,2014-15,1.5,Not Successful
Keith Benson,2011-12,3,Not Successful
Sim Bhullar,2014-15,1,Not Successful
Andris Biedrins,2013-14,7.5,Not Successful
Antonio Blakeney,2017-18,16.526,Not Successful
Tony Bobbitt,2004-05,6,Not Successful
Keith Bogans,2011-12,18.8,Not Successful
Jonah Bolden,2019-20,6.714,Not Successful
Marques Bolden,2019-20,3,Not Successful
Chris Boucher,2017-18,1,Not Successful
Ruben Boumtje-Boumtje,2003-04,2.889,Not Successful
Earl Boykins,2007-08,16.028,Not Successful
Michael Bradley,2003-04,6.125,Not Successful
Tony Bradley,2017-18,3.222,Not Successful
Torraye Braggs,2004-05,3.429,Not Successful
Jarrell Brantley,2019-20,10.667,Not Successful
Corey Brewer,2019-20,6.6,Not Successful
Jamison Brewer,2003-04,12.308,Not Successful
Ronnie Brewer,2013-14,6.667,Not Successful
Primoz Brezec,2009-10,4.524,Not Successful
Dillon Brooks,2018-19,18.333,Not Successful
Andre Brown,2006-07,7.132,Not Successful
Anthony Brown,2016-17,14.455,Not Successful
Anthony Brown,2017-18,4,Not Successful
Charlie Brown,2019-20,4,Not Successful
Markel Brown,2017-18,7.75,Not Successful
Moses Brown,2019-20,3.667,Not Successful
Shannon Brown,2014-15,17.8,Not Successful
Nicolas Brussino,2017-18,2.5,Not Successful
Dwight Buycks,2013-14,10.429,Not Successful
Bruno Caboclo,2017-18,8.917,Not Successful
Devontae Cacok,2019-20,9,Not Successful
Marcus Camby,2012-13,10.417,Not Successful
Elden Campbell,2004-05,9.75,Not Successful
Clint Capela,2014-15,7.5,Not Successful
Brian Cardinal,2007-08,11.892,Not Successful
Brian Cardinal,2011-12,6.295,Not Successful
Matt Carroll,2003-04,4.375,Not Successful
Matt Carroll,2012-13,6,Not Successful
Anthony Carter,2011-12,8.708,Not Successful
Jevon Carter,2018-19,14.795,Not Successful
Maurice Carter,2003-04,11,Not Successful
Tyler Cavanaugh,2018-19,3.545,Not Successful
Joe Chealey,2018-19,8,Not Successful
Calbert Cheaney,2005-06,10.667,Not Successful
Zylan Cheatham,2019-20,12.75,Not Successful
Will Cherry,2014-15,8.625,Not Successful
Josh Childress,2013-14,6,Not Successful
Chris Chiozza,2018-19,4.714,Not Successful
Rakeem Christmas,2015-16,6,Not Successful
Keon Clark,2003-04,13.5,Not Successful
Coty Clarke,2015-16,2,Not Successful
Speedy Claxton,2008-09,7.5,Not Successful
Mateen Cleaves,2003-04,23,Not Successful
Mateen Cleaves,2004-05,4.643,Not Successful
Mateen Cleaves,2005-06,8.519,Not Successful
Antonius Cleveland,2017-18,7.235,Not Successful
Norris Cole,2011-12,19.385,Not Successful
Jason Collier,2004-05,13.457,Not Successful
Mardy Collins,2006-07,14.942,Not Successful
Brian Cook,2008-09,5.7,Not Successful
Marcus Cousin,2010-11,4.5,Not Successful
Joe Crawford,2008-09,11.5,Not Successful
Javaris Crittenton,2008-09,18.635,Not Successful
Jared Cunningham,2012-13,3.25,Not Successful
Jared Cunningham,2014-15,4.684,Not Successful
Eddy Curry,2008-09,4,Not Successful
JamesOn Curry,2009-10,0,Not Successful
Seth Curry,2013-14,6.5,Not Successful
Seth Curry,2014-15,4,Not Successful
Antonio Daniels,2010-11,8.75,Not Successful
Josh Davis,2003-04,5.75,Not Successful
Josh Davis,2005-06,2.833,Not Successful
Paul Davis,2007-08,8.818,Not Successful
Paul Davis,2009-10,4,Not Successful
Tyler Davis,2018-19,1,Not Successful
Branden Dawson,2015-16,4.833,Not Successful
Austin Daye,2014-15,10.118,Not Successful
Sam Dekker,2015-16,2,Not Successful
Angel Delgado,2018-19,7.5,Not Successful
Luol Deng,2017-18,13,Not Successful
Justin Dentmon,2012-13,2,Not Successful
Guillermo Diaz,2007-08,3,Not Successful
Dan Dickau,2003-04,6.837,Not Successful
Kaniel Dickens,2003-04,4,Not Successful
Kaniel Dickens,2004-05,5.545,Not Successful
Kaniel Dickens,2007-08,2.4,Not Successful
Travis Diener,2009-10,5.667,Not Successful
Ike Diogu,2011-12,7,Not Successful
DeSagana Diop,2004-05,7.846,Not Successful
Vlade Divac,2004-05,8.667,Not Successful
Michael Doleac,2007-08,10.708,Not Successful
Joey Dorsey,2008-09,2,Not Successful
Quincy Douby,2006-07,8.548,Not Successful
Quincy Douby,2007-08,11.838,Not Successful
Danuel House,2016-17,1,Not Successful
Quincy Douby,2008-09,11.111,Not Successful
Chris Douglas-Roberts,2014-15,8.583,Not Successful
PJ Dozier,2017-18,1.5,Not Successful
Duje Dukan,2015-16,24,Successful
Ronald Dupree,2006-07,4.947,Not Successful
Ronald Dupree,2010-11,4.333,Not Successful
Ndudi Ebi,2003-04,1.882,Not Successful
Jarell Eddie,2017-18,3,Not Successful
Shane Edwards,2013-14,6,Not Successful
Vince Edwards,2018-19,8,Not Successful
Howard Eisley,2004-05,19.297,Not Successful
Francisco Elson,2007-08,12.905,Not Successful
Francisco Elson,2009-10,5.5,Not Successful
Francisco Elson,2011-12,3.2,Not Successful
Melvin Ely,2013-14,13.5,Not Successful
Andre Emmett,2004-05,3.5,Not Successful
Jeremy Evans,2017-18,5,Not Successful
Jordan Farmar,2016-17,17.5,Not Successful
Desmon Farmer,2006-07,4,Not Successful
Carrick Felix,2013-14,5.429,Not Successful
Desmond Ferguson,2003-04,4.571,Not Successful
Kyrylo Fesenko,2007-08,7.778,Not Successful
Marcus Fizer,2005-06,13,Not Successful
Kosta Perovic,2007-08,5.429,Not Successful
Luis Flores,2004-05,4.813,Not Successful
Sharrod Ford,2005-06,4.333,Not Successful
Courtney Fortson,2011-12,9.5,Not Successful
Danny Fortson,2006-07,11.286,Not Successful
